apc_nosubsp,budlength_min,budlength_max,budwidth_min,budwidth_max,frtlength_min,frtlength_max,frtwidth_min,frtwidth_max,bud_n_min,bud_n_max,max_height_m,colours_all,tree_names,range_names,subgenus
Eucalyptus leprophloia,0.7,0.9,0.5,NA,0.5,0.6,0.6,0.7,7,11,5,white_cream,NA,Eucalyptus leprophloia,Symphyomyrtus
Eucalyptus leptocalyx,0.8,1.3,0.4,0.6,0.7,1.2,0.6,0.8,7,15,5,white_cream,Eucalyptus_leptocalyx,Eucalyptus leptocalyx,Symphyomyrtus
Eucalyptus leptophleba,0.7,1.1,0.4,0.6,0.6,1,0.7,1.1,7,7,20,white_cream,Eucalyptus_leptophleba,Eucalyptus leptophleba,Symphyomyrtus
Eucalyptus leptophylla,0.4,0.7,0.25,0.35,0.3,0.6,0.3,0.6,7,13,6,white_cream,Eucalyptus_leptophylla,Eucalyptus leptophylla,Symphyomyrtus
Eucalyptus leptopoda,0.7,1.3,0.4,0.7,0.3,0.6,0.5,1.3,7,11,7,white_cream,Eucalyptus_leptopoda,Eucalyptus leptopoda,Symphyomyrtus
Eucalyptus lesouefii,1.1,2.2,0.6,1.2,0.6,1,0.8,1.4,7,9,15,white_cream,Eucalyptus_lesouefii,Eucalyptus lesouefii,Symphyomyrtus
Eucalyptus leucophloia,0.3,0.7,0.3,0.5,0.2,0.5,0.4,0.6,7,7,10,white_cream,Eucalyptus_leucophloia,Eucalyptus leucophloia,Symphyomyrtus
Eucalyptus leucophylla,0.6,0.7,0.3,0.4,0.4,0.7,0.5,0.6,7,7,6,white_cream,NA,Eucalyptus leucophylla,Symphyomyrtus
Eucalyptus leucoxylon,0.5,1.8,0.4,0.9,0.5,1.5,0.6,1.6,3,3,30,pink white_cream,Eucalyptus_leucoxylon,Eucalyptus leucoxylon,Symphyomyrtus
Eucalyptus ligulata,1,1.4,0.4,0.5,0.7,1.3,0.8,1.4,9,13,4,white_cream,Eucalyptus_ligulata,Eucalyptus ligulata,Eucalyptus
Eucalyptus ligustrina,0.3,0.5,0.2,0.3,0.3,0.6,0.5,1,9,11,7,white_cream,Eucalyptus_ligustrina,Eucalyptus ligustrina,Eucalyptus
Eucalyptus limitaris,0.7,0.8,0.4,NA,0.5,1.1,0.5,0.9,3,7,8,NA,Eucalyptus_limitaris,Eucalyptus limitaris,Symphyomyrtus
Eucalyptus lirata,0.7,1.1,0.4,0.5,0.7,1.1,0.5,1,3,3,12,white_cream,Eucalyptus_lirata,Eucalyptus lirata,Eudesmia
Eucalyptus litoralis,1,1.4,0.4,0.6,0.7,1.1,0.7,1.1,7,7,18,white_cream,NA,Eucalyptus litoralis,Symphyomyrtus
Eucalyptus litorea,1.1,NA,0.4,0.5,0.8,1,0.6,0.8,7,7,6,white_cream,Eucalyptus_litorea,Eucalyptus litorea,Symphyomyrtus
Eucalyptus livida,0.9,1.5,0.3,0.4,0.5,0.7,0.4,0.5,11,15,5,white_cream,Eucalyptus_livida,Eucalyptus livida,Symphyomyrtus
Eucalyptus lockyeri,0.8,1.3,0.4,0.7,0.3,0.7,0.6,1,7,7,12,white_cream,Eucalyptus_lockyeri,Eucalyptus lockyeri,Symphyomyrtus
Eucalyptus longicornis,0.9,1.5,0.3,0.6,0.4,0.6,0.4,0.7,7,7,25,white_cream,Eucalyptus_longicornis,Eucalyptus longicornis,Symphyomyrtus
Eucalyptus longifolia,1.6,2.7,0.75,1.3,0.8,1.5,0.9,1.6,3,3,35,white_cream,Eucalyptus_longifolia,Eucalyptus longifolia,Symphyomyrtus
Eucalyptus longirostrata,0.7,1.5,0.4,0.8,0.3,0.8,0.6,1,7,7,30,white_cream,Eucalyptus_longirostrata,Eucalyptus longirostrata,Symphyomyrtus
Eucalyptus longissima,0.7,1.2,0.2,0.6,0.4,0.6,0.4,0.6,7,15,8,white_cream,NA,Eucalyptus longissima,Symphyomyrtus
Eucalyptus loxophleba,0.5,1,0.3,0.6,0.4,1,0.4,0.9,7,11,15,white_cream,Eucalyptus_loxophleba,Eucalyptus loxophleba,Symphyomyrtus
Eucalyptus lucasii,0.3,0.6,0.2,0.4,0.5,0.8,0.4,0.6,7,11,10,white_cream,Eucalyptus_lucasii,Eucalyptus lucasii,Symphyomyrtus
Eucalyptus lucens,0.4,0.5,0.3,0.4,0.4,0.7,0.4,0.6,7,7,5,white_cream,Eucalyptus_lucens,Eucalyptus lucens,Symphyomyrtus
Eucalyptus luculenta,1.4,1.9,0.6,0.9,0.7,1,0.7,0.8,7,7,5,white_cream,Eucalyptus_luculenta,Eucalyptus luculenta,Symphyomyrtus
Eucalyptus luehmanniana,0.6,1,0.4,0.7,0.8,1.3,0.9,1.2,11,15,7,white_cream,Eucalyptus_luehmanniana,Eucalyptus luehmanniana,Eucalyptus
Eucalyptus luteola,1.8,1.9,0.3,0.4,0.6,0.8,0.5,0.7,9,13,3,white_cream,NA,NA,NA
Eucalyptus macarthurii,0.25,0.5,0.2,0.35,0.2,0.5,0.4,0.6,7,7,40,white_cream,Eucalyptus_macarthurii,Eucalyptus macarthurii,Symphyomyrtus
Eucalyptus mackintii,0.7,0.8,0.3,0.5,0.5,0.7,0.9,1.3,7,11,30,white_cream,Eucalyptus_mackintii,Eucalyptus mackintii,Eucalyptus
Eucalyptus macrandra,1.5,3.6,0.2,0.7,0.6,1,0.7,1,13,31,4,yellow,Eucalyptus_macrandra,Eucalyptus macrandra,Symphyomyrtus
Eucalyptus macrocarpa,4,5.5,2.5,4,1.2,2.6,3.3,6.5,1,1,3,red,Eucalyptus_macrocarpa,Eucalyptus macrocarpa,Symphyomyrtus
Eucalyptus macrorhyncha,0.5,1.2,0.4,0.7,0.3,0.8,0.6,1.6,7,11,35,white_cream,Eucalyptus_macrorhyncha,Eucalyptus macrorhyncha,Eucalyptus
Eucalyptus magnificata,0.5,NA,0.3,0.5,0.5,0.9,0.5,0.9,7,7,8,white_cream,Eucalyptus_magnificata,Eucalyptus magnificata,Symphyomyrtus
Eucalyptus major,0.6,0.9,0.4,0.5,0.3,0.5,0.45,0.8,7,7,20,white_cream,Eucalyptus_major,Eucalyptus major,Symphyomyrtus
Eucalyptus malacoxylon,0.6,NA,0.5,NA,0.4,0.7,0.7,1,7,7,20,white_cream,Eucalyptus_malacoxylon,Eucalyptus malacoxylon,Symphyomyrtus
Eucalyptus mannensis,0.5,0.8,0.3,0.5,0.3,0.8,0.5,0.9,7,11,10,white_cream,Eucalyptus_mannensis,Eucalyptus mannensis,Symphyomyrtus
Eucalyptus mannifera,0.4,0.6,0.2,0.4,0.3,0.6,0.4,0.7,7,7,25,white_cream,Eucalyptus_mannifera,Eucalyptus mannifera,Symphyomyrtus
Eucalyptus marginata,0.9,1.7,0.3,0.5,0.8,1.6,1,1.6,7,15,25,white_cream,Eucalyptus_marginata,Eucalyptus marginata,Eucalyptus
Eucalyptus mckieana,0.5,0.6,0.3,NA,0.4,0.6,0.5,0.7,11,11,30,white_cream,Eucalyptus_mckieana,Eucalyptus mckieana,Eucalyptus
Eucalyptus mcquoidii,NA,NA,NA,NA,NA,NA,NA,NA,21,50,3,yellow,Eucalyptus_mcquoidii,Eucalyptus mcquoidii,Symphyomyrtus
Eucalyptus mediocris,0.7,0.8,0.3,0.4,0.5,0.8,0.5,1,9,11,20,white_cream,NA,Eucalyptus mediocris,Eucalyptus
Eucalyptus megacarpa,1.5,2.2,1.2,1.7,1.2,1.9,1.8,3,3,3,20,white_cream,Eucalyptus_megacarpa,Eucalyptus megacarpa,Eucalyptus
Eucalyptus megacornuta,3,6,0.5,1.6,1.8,2.7,2.3,3.5,3,7,15,green,Eucalyptus_megacornuta,Eucalyptus megacornuta,Symphyomyrtus
Eucalyptus megasepala,1,1.3,0.5,0.8,1.3,2.3,0.9,1.6,3,3,20,white_cream,NA,Eucalyptus megasepala,Eudesmia
Eucalyptus melanoleuca,0.5,0.9,0.3,0.6,0.4,0.7,0.4,0.6,7,7,30,white_cream,Eucalyptus_melanoleuca,Eucalyptus melanoleuca,Symphyomyrtus
Eucalyptus melanophitra,1.3,1.5,0.3,NA,0.6,0.7,0.4,0.5,9,11,7,white_cream,Eucalyptus_melanophitra,Eucalyptus melanophitra,Symphyomyrtus
Eucalyptus melanophloia,0.5,0.7,0.3,0.4,0.3,0.7,0.3,0.8,7,7,20,white_cream,Eucalyptus_melanophloia,Eucalyptus melanophloia,Symphyomyrtus
Eucalyptus melanoxylon,0.5,0.8,0.3,0.5,0.4,0.6,0.5,0.6,11,15,15,white_cream,Eucalyptus_melanoxylon,Eucalyptus melanoxylon,Symphyomyrtus
Eucalyptus melliodora,0.4,0.8,0.3,0.5,0.3,0.8,0.3,0.7,7,7,30,white_cream,Eucalyptus_melliodora,Eucalyptus melliodora,Symphyomyrtus
Eucalyptus merrickiae,0.7,1.2,0.5,0.6,0.6,1,0.6,0.8,3,3,4,white_cream,Eucalyptus_merrickiae,Eucalyptus merrickiae,Symphyomyrtus
Eucalyptus michaeliana,0.5,0.6,0.3,0.4,0.3,0.5,0.4,0.6,3,7,30,white_cream,Eucalyptus_michaeliana,Eucalyptus michaeliana,Symphyomyrtus
Eucalyptus micranthera,0.7,1,0.4,0.7,0.6,1,0.7,1,7,9,4,white_cream,Eucalyptus_micranthera,Eucalyptus micranthera,Symphyomyrtus
Eucalyptus microcarpa,0.5,0.9,0.2,0.4,0.3,0.9,0.3,0.5,7,7,25,white_cream,Eucalyptus_microcarpa,Eucalyptus microcarpa,Symphyomyrtus
Eucalyptus microcorys,0.3,0.5,0.25,0.3,0.5,0.9,0.5,0.6,7,9,60,white_cream,Eucalyptus_microcorys,Eucalyptus microcorys,Alveolata
Eucalyptus microneura,0.6,0.8,0.4,NA,0.4,0.7,0.4,0.7,7,7,15,white_cream,Eucalyptus_microneura,Eucalyptus microneura,Symphyomyrtus
Eucalyptus microschema,0.7,1,0.2,0.35,0.4,0.7,0.4,0.5,9,11,3,white_cream,Eucalyptus_microschema,Eucalyptus microschema,Symphyomyrtus
Eucalyptus microtheca,0.3,0.4,0.2,0.3,0.2,0.5,0.3,0.7,7,7,15,white_cream,Eucalyptus_microtheca,Eucalyptus microtheca,Symphyomyrtus
Eucalyptus mimica,1.2,1.9,0.4,0.6,0.7,1.7,0.6,1.2,3,3,5,white_cream,Eucalyptus_mimica,Eucalyptus mimica,Symphyomyrtus
Eucalyptus miniata,1,2.3,0.9,1.2,3.3,6,2,4,7,7,30,orange,Eucalyptus_miniata,Eucalyptus miniata,Eudesmia
Eucalyptus minniritchi,0.6,1,0.5,0.8,0.7,1,0.8,1.6,7,7,3,white_cream yellow,Eucalyptus_minniritchi,Eucalyptus minniritchi,Symphyomyrtus
Eucalyptus misella,0.6,NA,0.45,0.5,0.4,0.5,0.6,0.8,7,11,4,white_cream,Eucalyptus_misella,Eucalyptus misella,Symphyomyrtus
Eucalyptus mitchelliana,0.7,1,0.3,0.4,0.5,0.7,0.5,0.7,7,11,15,white_cream,Eucalyptus_mitchelliana,Eucalyptus mitchelliana,Eucalyptus
Eucalyptus moderata,1.4,2,0.5,0.6,0.6,1,0.5,0.8,7,7,10,white_cream,Eucalyptus_moderata,Eucalyptus moderata,Symphyomyrtus
Eucalyptus moluccana,0.4,0.8,0.2,0.4,0.4,0.7,0.3,0.6,7,7,30,white_cream,Eucalyptus_moluccana,Eucalyptus moluccana,Symphyomyrtus
Eucalyptus mooreana,1,1.2,0.5,0.7,0.6,0.8,0.6,0.8,7,7,6,white_cream,Eucalyptus_mooreana,Eucalyptus mooreana,Symphyomyrtus
Eucalyptus moorei,0.5,0.7,0.2,0.3,0.3,0.5,0.3,0.6,7,15,7,white_cream,Eucalyptus_moorei,Eucalyptus moorei,Eucalyptus
Eucalyptus morrisbyi,0.7,0.8,0.5,0.6,0.6,0.9,0.7,0.8,3,3,16,white_cream,Eucalyptus_morrisbyi,Eucalyptus morrisbyi,Symphyomyrtus
Eucalyptus morrisii,0.8,0.9,0.5,NA,0.3,0.6,0.7,1.2,3,3,4,white_cream,Eucalyptus_morrisii,Eucalyptus morrisii,Symphyomyrtus
Eucalyptus muelleriana,0.5,0.7,0.3,0.4,0.6,1,0.7,1.2,7,11,40,white_cream,Eucalyptus_muelleriana,Eucalyptus muelleriana,Eucalyptus
Eucalyptus multicaulis,0.3,0.4,0.3,NA,0.7,0.9,0.6,0.8,7,15,8,white_cream,Eucalyptus_multicaulis,Eucalyptus multicaulis,Eucalyptus
Eucalyptus myriadena,0.3,0.7,0.15,0.3,0.3,0.6,0.3,0.4,9,13,10,white_cream,Eucalyptus_myriadena,Eucalyptus myriadena,Symphyomyrtus
Eucalyptus nandewarica,0.6,0.9,0.3,0.35,0.3,0.4,0.5,0.6,3,7,10,white_cream,Eucalyptus_nanderwairca,Eucalyptus nandewarica,Symphyomyrtus
Eucalyptus nebulosa,0.3,0.5,0.2,0.3,0.3,0.5,0.3,0.6,7,7,7,white_cream,NA,Eucalyptus nebulosa,Eucalyptus
Eucalyptus neglecta,0.3,0.6,0.3,0.5,0.3,0.4,0.4,0.7,7,15,7,white_cream,Eucalyptus_neglecta,Eucalyptus neglecta,Symphyomyrtus
Eucalyptus neutra,1.1,1.7,0.3,0.6,0.5,1,0.5,0.8,7,7,6,white_cream,Eucalyptus_neutra,Eucalyptus neutra,Symphyomyrtus
Eucalyptus newbeyi,5.2,6,1.1,1.6,1,2.7,1.8,2.8,7,7,8,green,Eucalyptus_newbeyi,Eucalyptus newbeyi,Symphyomyrtus
Eucalyptus nicholii,0.3,0.5,0.2,0.3,0.3,0.4,0.3,0.5,7,7,18,white_cream,Eucalyptus_nicholii,Eucalyptus nicholii,Symphyomyrtus
Eucalyptus nigrifunda,0.9,1.2,0.2,0.3,0.4,0.9,0.3,0.5,9,9,10,white_cream,NA,NA,NA
Eucalyptus nitens,0.6,0.7,0.3,0.4,0.4,0.7,0.4,0.7,7,7,70,white_cream,Eucalyptus_nitens,Eucalyptus nitens,Symphyomyrtus
Eucalyptus nitida,0.3,0.5,0.3,0.4,0.4,0.8,0.5,0.9,9,15,40,white_cream,Eucalyptus_nitida,Eucalyptus nitida,Eucalyptus
Eucalyptus nobilis,0.4,0.7,0.3,0.5,0.3,0.6,0.4,0.9,7,7,70,white_cream,Eucalyptus_nobilis,Eucalyptus nobilis,Symphyomyrtus
Eucalyptus normantonensis,0.3,0.4,0.2,0.3,0.3,0.5,0.3,0.4,7,11,8,white_cream,Eucalyptus_normantonensis,Eucalyptus normantonensis,Symphyomyrtus
Eucalyptus nortonii,0.7,1.3,0.3,0.6,0.5,0.9,0.5,0.7,7,7,15,white_cream,Eucalyptus_nortonii,Eucalyptus nortonii,Symphyomyrtus
Eucalyptus notabilis,0.8,1.2,0.5,0.7,0.4,0.9,0.6,1,7,11,30,white_cream,NA,Eucalyptus notabilis,Symphyomyrtus
Eucalyptus notactites,1,1.3,0.5,0.6,0.5,0.8,0.7,1.2,11,19,3,white_cream,NA,Eucalyptus notactites,Symphyomyrtus
Eucalyptus nova-anglica,0.4,0.5,0.2,0.4,0.3,0.4,0.3,0.6,7,7,25,white_cream,Eucalyptus_nova,Eucalyptus nova-anglica,Symphyomyrtus
Eucalyptus nudicaulis,0.7,1.1,0.6,0.9,0.6,0.9,0.6,0.9,7,7,6,white_cream,Eucalyptus_nudicaulis,Eucalyptus nudicaulis,Symphyomyrtus
Eucalyptus nutans,1.8,NA,0.8,1,1.2,1.6,1.4,1.9,7,7,3,red,Eucalyptus_nutans,Eucalyptus nutans,Symphyomyrtus
Eucalyptus obconica,0.4,0.5,0.3,0.4,0.2,0.4,0.3,0.5,7,7,8,white_cream,Eucalyptus_obconica,Eucalyptus obconica,Symphyomyrtus
Eucalyptus obesa,0.6,0.8,0.4,0.5,0.4,0.7,0.6,1.1,11,13,4,white_cream,Eucalyptus_obesa,Eucalyptus obesa,Symphyomyrtus
Eucalyptus obliqua,0.4,0.9,0.3,0.5,0.6,1.2,0.5,1.1,11,15,90,white_cream,Eucalyptus_obliqua,Eucalyptus obliqua,Eucalyptus
Eucalyptus obtusiflora,0.7,1.2,0.5,0.8,0.7,1.2,0.7,1,7,9,6,white_cream,Eucalyptus_obtusiflora,Eucalyptus obtusiflora,Symphyomyrtus
Eucalyptus occidentalis,1.6,3.3,0.5,1,0.9,1.5,0.8,1.3,7,13,20,white_cream,Eucalyptus_occidentalis,Eucalyptus occidentalis,Symphyomyrtus
Eucalyptus ochrophloia,1,1.7,0.4,0.5,0.8,1.7,0.5,0.8,7,7,20,white_cream,Eucalyptus_ochrophloia,Eucalyptus ochrophloia,Symphyomyrtus
Eucalyptus odontocarpa,0.45,0.6,0.4,0.6,0.7,1.4,0.5,0.7,3,3,4,white_cream,Eucalyptus_odontocarpa,Eucalyptus odontocarpa,Eudesmia
Eucalyptus odorata,0.4,0.8,0.2,0.4,0.4,0.8,0.4,0.7,7,11,7,white_cream,NA,Eucalyptus odorata,Symphyomyrtus
Eucalyptus oldfieldii,1.2,2.2,0.9,1.5,0.5,1.2,1,2,3,3,5,white_cream,Eucalyptus_oldfieldii,Eucalyptus oldfieldii,Symphyomyrtus
Eucalyptus oleosa,0.6,1.4,0.3,0.6,0.4,0.8,0.4,0.8,7,11,8,white_cream,Eucalyptus_oleosa,Eucalyptus oleosa,Symphyomyrtus
Eucalyptus olida,0.4,NA,0.2,0.3,0.6,0.7,0.5,0.9,7,15,30,white_cream,Eucalyptus_olida,Eucalyptus olida,Eucalyptus
Eucalyptus oligantha,0.6,1,0.4,0.6,0.6,1.1,0.6,0.9,3,7,15,white_cream,Eucalyptus_oligantha,Eucalyptus oligantha,Symphyomyrtus
Eucalyptus olivina,0.5,0.8,0.25,0.35,0.3,0.5,0.3,0.6,7,9,5,white_cream,Eucalyptus_olivina,Eucalyptus olivina,Symphyomyrtus
Eucalyptus olsenii,1,1.7,0.6,0.7,1.2,2.2,1.2,1.8,7,7,20,white_cream,Eucalyptus_olsenii,Eucalyptus olsenii,Eucalyptus
Eucalyptus ophitica,0.8,1,0.4,0.6,0.4,0.6,0.5,0.7,7,7,15,white_cream,Eucalyptus_ophitica,Eucalyptus ophitica,Symphyomyrtus
Eucalyptus opimiflora,1,1.5,0.4,0.7,0.5,0.8,0.7,1,7,15,7,white_cream,NA,Eucalyptus opimiflora,Symphyomyrtus
Eucalyptus optima,1.6,2.4,0.6,0.8,0.7,1.1,0.8,1.2,7,9,20,white_cream,Eucalyptus_optima,Eucalyptus optima,Symphyomyrtus
Eucalyptus oraria,0.45,0.7,0.2,0.4,0.5,0.8,0.4,0.5,9,19,7,white_cream,Eucalyptus_oraria,Eucalyptus oraria,Symphyomyrtus
Eucalyptus orbifolia,0.8,1.3,0.6,1.2,0.3,1,0.8,1.5,3,7,5,yellow,Eucalyptus_orbifolia,Eucalyptus orbifolia,Symphyomyrtus
Eucalyptus ordiana,0.7,1,0.4,0.6,0.4,0.8,0.5,0.7,7,7,6,white_cream,NA,Eucalyptus ordiana,Symphyomyrtus
Eucalyptus oreades,0.5,NA,0.3,0.4,0.5,1,0.6,1,7,7,40,white_cream,Eucalyptus_oreades,Eucalyptus oreades,Eucalyptus
Eucalyptus orgadophila,0.7,0.9,0.4,0.6,0.7,1.1,0.6,1,7,7,20,white_cream,Eucalyptus_orgadophila,Eucalyptus orgadophila,Symphyomyrtus
Eucalyptus ornata,1.5,2,0.6,0.9,0.5,1,1,1.7,9,11,10,white_cream,Eucalyptus_ornata,Eucalyptus ornata,Symphyomyrtus
Eucalyptus orthostemon,0.9,1.4,0.3,0.5,0.5,0.8,0.5,0.7,7,7,7,white_cream,Eucalyptus_orthostemon,Eucalyptus orthostemon,Symphyomyrtus
Eucalyptus ovata,0.5,1.1,0.4,0.9,0.3,1,0.4,1.3,7,7,30,white_cream,Eucalyptus_ovata,Eucalyptus ovata,Symphyomyrtus
Eucalyptus ovularis,0.45,0.8,0.25,0.4,0.4,0.6,0.4,0.5,9,13,12,white_cream,Eucalyptus_ovularis,Eucalyptus ovularis,Symphyomyrtus
Eucalyptus oxymitra,1.1,1.6,0.6,1.3,0.5,1.2,1,2.1,7,7,7,white_cream,Eucalyptus_oxymitra,Eucalyptus oxymitra,Symphyomyrtus
Eucalyptus pachycalyx,0.7,1.2,0.4,0.6,0.4,0.6,0.6,0.9,7,11,15,white_cream,Eucalyptus_pachycalyx,Eucalyptus pachycalyx,Symphyomyrtus
Eucalyptus pachyloma,0.7,1,0.6,0.9,0.7,1.1,1.2,1.7,7,13,4,white_cream,Eucalyptus_pachyloma,Eucalyptus pachyloma,Eucalyptus
Eucalyptus pachyphylla,1.8,3.2,1.3,2.5,0.6,1.5,1.6,3.5,3,3,5,yellow,Eucalyptus_pachyphylla,Eucalyptus pachyphylla,Symphyomyrtus
Eucalyptus paedoglauca,0.7,NA,0.4,NA,0.5,0.7,0.5,0.7,7,7,17,white_cream,Eucalyptus_paedoglauca,Eucalyptus paedoglauca,Symphyomyrtus
Eucalyptus paliformis,0.5,NA,0.3,NA,0.6,0.8,0.5,0.7,7,7,12,white_cream,Eucalyptus_paliformis,Eucalyptus paliformis,Eucalyptus
Eucalyptus paludicola,1,1.3,0.7,0.9,0.8,1.3,0.9,1.5,7,7,12,white_cream,Eucalyptus_paludicola,Eucalyptus paludicola,Symphyomyrtus
Eucalyptus panda,0.4,0.7,0.3,0.4,0.4,0.6,0.5,0.7,7,7,20,white_cream,Eucalyptus_panda,Eucalyptus panda,Symphyomyrtus
Eucalyptus paniculata,0.5,1.3,0.4,0.7,0.4,1.3,0.4,1,7,7,40,white_cream,Eucalyptus_paniculata,Eucalyptus paniculata,Symphyomyrtus
Eucalyptus pantoleuca,1.4,2.5,1.3,2.2,0.9,1.5,1.5,2.4,3,3,10,white_cream,NA,Eucalyptus pantoleuca,Symphyomyrtus
Eucalyptus parramattensis,0.4,1.2,0.3,0.6,0.3,0.6,0.5,0.9,7,7,15,white_cream,Eucalyptus_parramattensis,Eucalyptus parramattensis,Symphyomyrtus
Eucalyptus parvula,0.4,NA,0.2,0.3,0.3,0.4,0.3,0.5,7,7,15,white_cream,Eucalyptus_parvula,Eucalyptus parvula,Symphyomyrtus
Eucalyptus patellaris,0.9,1.6,0.6,0.9,0.6,1.2,0.6,1.3,7,7,15,white_cream,Eucalyptus_patellaris,Eucalyptus patellaris,Symphyomyrtus
Eucalyptus patens,0.7,1.1,0.5,0.7,0.7,1.4,0.7,1.3,7,11,40,white_cream,Eucalyptus_patens,Eucalyptus patens,Eucalyptus
Eucalyptus pauciflora,0.4,1.2,0.3,0.6,0.5,1.3,0.5,1.5,9,15,30,white_cream,Eucalyptus_pauciflora,Eucalyptus pauciflora,Eucalyptus
Eucalyptus pellita,1.5,1.6,0.9,1,0.6,1.1,0.8,1.4,7,7,40,white_cream,Eucalyptus_pellita,Eucalyptus pellita,Symphyomyrtus
Eucalyptus pendens,0.7,1,0.5,0.7,1.1,2,1.3,1.6,9,11,4,white_cream,Eucalyptus_pendens,Eucalyptus pendens,Eucalyptus
Eucalyptus peninsularis,1.2,1.7,0.4,0.6,0.9,1.1,0.6,0.9,7,11,6,white_cream,NA,Eucalyptus peninsularis,Symphyomyrtus
Eucalyptus perangusta,0.5,0.9,0.2,0.3,0.4,0.6,0.4,0.5,7,9,4,white_cream,Eucalyptus_perangusta,Eucalyptus perangusta,Symphyomyrtus
Eucalyptus percostata,0.8,1.2,0.6,0.7,0.6,0.8,0.5,0.9,7,7,10,white_cream,Eucalyptus_percostata,Eucalyptus percostata,Symphyomyrtus
Eucalyptus perriniana,0.6,0.7,0.4,0.5,0.4,0.6,0.5,0.8,3,3,8,white_cream,Eucalyptus_perriniana,Eucalyptus perriniana,Symphyomyrtus
Eucalyptus persistens,0.3,0.6,0.2,0.3,0.3,0.5,0.3,0.4,7,7,12,white_cream,Eucalyptus_persistens,Eucalyptus persistens,Symphyomyrtus
Eucalyptus petiolaris,1.1,1.7,0.7,1,1.1,1.7,1,1.5,3,3,15,red white_cream,Eucalyptus_petiolaris,Eucalyptus petiolaris,Symphyomyrtus
Eucalyptus petraea,0.6,0.9,0.4,0.7,0.4,1,0.5,1,7,7,5,white_cream,Eucalyptus_petraea,Eucalyptus petraea,Symphyomyrtus
Eucalyptus petrensis,1,1.5,0.4,0.6,0.5,0.8,0.7,1,9,15,3,white_cream,Eucalyptus_petrensis,Eucalyptus petrensis,Symphyomyrtus
Eucalyptus phaenophylla,1.2,1.9,0.3,0.5,0.5,0.9,0.5,0.7,11,13,5,white_cream yellow,Eucalyptus_phaenophylla,Eucalyptus phaenophylla,Symphyomyrtus
Eucalyptus phenax,0.7,1.3,0.4,0.6,0.4,1,0.5,1,7,9,8,white_cream,Eucalyptus_phenax,Eucalyptus phenax,Symphyomyrtus
Eucalyptus phoenicea,0.8,1.9,0.5,0.8,1.9,3,0.9,1.3,7,7,12,orange,Eucalyptus_phoenicea,Eucalyptus phoenicea,Eudesmia
Eucalyptus pilbarensis,0.9,1.4,0.45,0.6,0.8,1.2,0.6,0.9,7,7,3,white_cream,Eucalyptus_pilbarensis,Eucalyptus pilbarensis,Symphyomyrtus
Eucalyptus pileata,0.7,1.2,0.5,0.8,0.6,1,0.7,0.8,7,7,6,white_cream,Eucalyptus_pileata,Eucalyptus pileata,Symphyomyrtus
Eucalyptus pilularis,0.6,1,0.3,0.5,0.5,1.1,0.7,1.2,7,15,70,white_cream,Eucalyptus_pilularis,Eucalyptus pilularis,Eucalyptus
Eucalyptus pimpiniana,2,3.3,0.7,1,1.4,2,0.9,1.2,9,15,2,yellow,Eucalyptus_pimpiniana,Eucalyptus pimpiniana,Symphyomyrtus
Eucalyptus piperita,0.5,0.7,0.2,0.3,0.5,0.8,0.4,0.8,9,15,25,white_cream,Eucalyptus_piperita,Eucalyptus piperita,Eucalyptus
Eucalyptus placita,0.6,0.7,0.3,0.4,0.5,0.9,0.5,0.7,7,7,30,white_cream,Eucalyptus_placita,Eucalyptus placita,Symphyomyrtus
Eucalyptus planchoniana,2,2.9,0.8,1,1.7,2.8,1.6,2.6,7,7,25,white_cream,Eucalyptus_planchoniana,Eucalyptus planchoniana,Eucalyptus
Eucalyptus platycorys,0.8,1.7,0.6,1,0.8,1.1,0.8,1.1,3,3,8,white_cream,Eucalyptus_platycorys,Eucalyptus platycorys,Symphyomyrtus
Eucalyptus platydisca,1.2,1.7,0.8,1,0.7,1.4,1.1,1.6,7,7,4,white_cream,Eucalyptus_platydisca,Eucalyptus platydisca,Eucalyptus
Eucalyptus platyphylla,0.6,0.9,0.5,0.7,0.3,0.6,0.6,1,7,7,35,white_cream,Eucalyptus_platyphylla,Eucalyptus platyphylla,Symphyomyrtus
Eucalyptus platypus,2.5,3.2,0.6,0.9,1,1.9,0.9,1.3,7,7,8,yellow green red,NA,Eucalyptus platypus,Symphyomyrtus
Eucalyptus pleurocarpa,0.8,1.3,0.5,0.9,1.2,2.2,1.4,2,3,3,5,white_cream,Eucalyptus_pleurocarpa,Eucalyptus pleurocarpa,Eudesmia
Eucalyptus pluricaulis,1.7,2.8,0.3,0.5,0.7,1.1,0.5,0.7,9,11,5,white_cream,Eucalyptus_pluricaulis,Eucalyptus pluricaulis,Symphyomyrtus
Eucalyptus polita,0.6,0.7,0.4,NA,0.4,0.5,0.4,0.7,7,11,15,white_cream,Eucalyptus_polita,Eucalyptus polita,Symphyomyrtus
Eucalyptus polyanthemos,0.3,0.6,0.2,0.4,0.3,0.6,0.3,0.6,7,7,25,white_cream,Eucalyptus_polyanthemos,Eucalyptus polyanthemos,Symphyomyrtus
Eucalyptus polybractea,0.4,0.6,0.3,0.4,0.4,0.7,0.3,0.5,7,11,8,white_cream,Eucalyptus_polybractea,Eucalyptus polybractea,Symphyomyrtus
